,0
0,24.395
1,24.316
2,24.316
3,24.332
4,24.295
5,24.227
6,24.269
7,24.4
8,24.437
9,24.384
10,24.39
11,24.384
12,24.421
13,24.494
14,24.526
15,24.343
16,24.306
17,24.447
18,24.473
19,24.343
20,24.275
21,24.421
22,24.4
23,24.484
24,24.421
25,24.463
26,24.531
27,24.5
28,24.452
29,24.463
30,24.447
31,24.437
32,24.52
33,24.552
34,24.641
35,24.578
36,24.719
37,24.802
38,24.896
39,24.938
40,25.109
41,25.203
42,25.104
43,25.286
44,25.364
45,25.4
46,25.514
47,25.633
48,25.628
49,25.669
50,25.535
51,25.535
52,25.498
53,25.519
54,25.478
55,25.483
56,25.457
57,25.447
58,25.255
59,25.291
60,25.187
61,25.104
62,25.099
63,25.068
64,25.146
65,25.063
66,25.016
67,25.089
68,25.052
69,24.99
70,25.12
71,25.0
72,24.979
73,25.042
74,25.0
75,24.995
76,25.161
77,24.99
78,25.057
79,25.218
80,25.203
81,25.192
82,25.255
83,25.286
84,25.322
85,25.27
86,25.364
87,25.436
88,25.488
89,25.561
90,25.54
91,25.731
92,25.71
93,25.902
94,26.025
95,26.041
96,26.257
97,26.2
98,26.308
99,26.642
100,26.739
101,26.877
102,27.423
103,27.707
104,28.329
105,28.893
106,29.483
107,30.373
108,31.423
109,32.797
110,33.589
111,33.997
112,33.935
113,33.709
114,33.517
115,33.363
116,32.981
117,32.443
118,32.068
119,31.437
120,30.541
121,29.956
122,28.717
123,27.367
124,26.334
125,25.917
126,25.669
127,25.772
128,25.561
129,25.535
130,25.457
131,25.555
132,25.721
133,25.519
134,25.535
135,25.488
136,25.421
137,25.327
138,25.405
139,25.291
140,25.364
141,25.255
142,25.27
143,25.296
144,25.291
145,25.208
146,25.322
147,25.286
148,25.037
149,25.099
150,25.057
151,25.187
152,25.042
153,25.073
154,25.037
155,24.995
156,24.964
157,24.969
158,25.156
159,25.011
160,24.358
161,24.316
162,24.348
163,24.301
164,24.421
165,24.369
166,24.306
167,24.311
168,24.285
169,24.39
170,24.343
171,24.452
172,24.4
173,24.442
174,24.447
175,24.358
176,24.374
177,24.646
178,24.484
179,24.285
180,24.343
181,24.301
182,24.369
183,24.358
184,24.369
185,24.536
186,24.5
187,24.364
188,24.463
189,24.458
190,24.316
191,24.489
192,24.567
193,24.583
194,24.583
195,24.505
196,24.787
197,24.677
198,24.896
199,25.011
200,25.068
201,25.353
202,25.27
203,25.426
204,25.498
205,25.431
206,25.685
207,25.679
208,25.7
209,25.7
210,25.623
211,25.726
212,25.54
213,25.602
214,25.504
215,25.441
216,25.421
217,25.493
218,25.281
219,25.276
220,25.27
221,25.156
222,25.166
223,25.13
224,25.068
225,25.031
226,24.964
227,24.99
228,25.104
229,25.042
230,25.125
231,24.953
232,25.13
233,25.109
234,25.094
235,25.042
236,25.13
237,25.141
238,25.187
239,25.239
240,25.296
241,25.276
242,25.218
243,25.286
244,25.327
245,25.317
246,25.571
247,25.545
248,25.654
249,25.597
250,25.71
251,25.752
252,25.974
253,26.046
254,26.308
255,26.288
256,26.344
257,26.288
258,26.565
259,26.729
260,27.03
261,27.209
262,27.672
263,28.198
264,28.637
265,29.398
266,30.056
267,31.374
268,32.56
269,33.45
270,33.772
271,33.81
272,33.7
273,33.695
274,33.223
275,32.967
276,32.453
277,32.015
278,31.452
279,30.916
280,29.912
281,28.707
282,27.55
283,26.421
284,25.886
285,25.736
286,25.752
287,25.69
288,25.571
289,25.426
290,25.592
291,25.348
292,25.576
293,25.498
294,25.524
295,25.436
296,25.405
297,25.218
298,25.27
299,25.312
300,25.322
301,25.312
302,25.441
303,25.265
304,25.125
305,25.296
306,25.187
307,25.239
308,25.156
309,25.151
310,25.099
311,25.078
312,25.177
313,25.083
314,25.057
315,25.156
316,25.12
317,25.141
318,25.146
319,24.99
320,24.316
321,24.301
322,24.442
323,24.358
324,24.285
325,24.29
326,24.411
327,24.337
328,24.358
329,24.411
330,24.4
331,24.395
332,24.421
333,24.416
334,24.39
335,24.4
336,24.374
337,24.369
338,24.463
339,24.384
340,24.384
341,24.458
342,24.426
343,24.447
344,24.468
345,24.39
346,24.479
347,24.327
348,24.437
349,24.5
350,24.479
351,24.578
352,24.599
353,24.416
354,24.594
355,24.688
356,24.86
357,24.787
358,24.922
359,24.901
360,25.083
361,25.312
362,25.187
363,25.343
364,25.41
365,25.54
366,25.659
367,25.814
368,25.871
369,25.855
370,25.716
371,25.896
372,25.783
373,25.721
374,25.783
375,25.462
376,25.504
377,25.602
378,25.431
379,25.436
380,25.255
381,25.312
382,25.281
383,25.146
384,25.073
385,25.115
386,25.12
387,25.125
388,25.281
389,25.208
390,25.255
391,25.239
392,25.239
393,25.224
394,25.135
395,25.208
396,25.224
397,25.213
398,25.244
399,25.26
400,25.296
401,25.307
402,25.359
403,25.467
404,25.441
405,25.416
406,25.576
407,25.576
408,25.524
409,25.902
410,25.84
411,25.974
412,26.092
413,26.185
414,26.211
415,26.344
416,26.585
417,26.611
418,26.749
419,27.041
420,27.372
421,27.702
422,28.082
423,28.561
424,29.128
425,30.031
426,31.192
427,32.545
428,33.329
429,33.983
430,33.762
431,33.671
432,33.637
433,33.358
434,33.054
435,32.633
436,32.229
437,31.54
438,30.867
439,30.319
440,29.013
441,27.423
442,26.437
443,25.881
444,25.788
445,25.747
446,25.69
447,25.659
448,25.7
449,25.55
450,25.55
451,25.483
452,25.498
453,25.473
454,25.592
455,25.436
456,25.39
457,25.4
458,25.4
459,25.333
460,25.218
461,25.156
462,25.26
463,25.27
464,25.13
465,25.213
466,25.208
467,25.192
468,25.177
469,25.146
470,25.0
471,25.172
472,24.99
473,25.005
474,25.011
475,25.13
476,24.948
477,25.037
478,24.969
479,25.094
480,24.311
481,24.379
482,24.348
483,24.384
484,24.39
485,24.39
486,24.416
487,24.416
488,24.411
489,24.39
490,24.437
491,24.405
492,24.452
493,24.426
494,24.463
495,24.432
496,24.5
497,24.432
498,24.421
499,24.411
500,24.405
501,24.463
502,24.609
503,24.452
504,24.5
505,24.62
506,24.651
507,24.531
508,24.557
509,24.51
510,24.573
511,24.541
512,24.473
513,24.609
514,24.693
515,24.688
516,24.88
517,24.917
518,24.938
519,25.037
520,25.203
521,25.384
522,25.369
523,25.369
524,25.612
525,25.742
526,25.648
527,25.886
528,25.943
529,25.963
530,25.984
531,26.066
532,25.989
533,25.891
534,25.731
535,25.803
536,25.669
537,25.674
538,25.633
539,25.333
540,25.467
541,25.431
542,25.218
543,25.307
544,25.125
545,25.187
546,25.192
547,25.146
548,25.395
549,25.239
550,25.203
551,25.291
552,25.343
553,25.359
554,25.229
555,25.224
556,25.27
557,25.431
558,25.317
559,25.322
560,25.529
561,25.374
562,25.431
563,25.473
564,25.571
