,0
0,24.938
1,24.88
2,25.177
3,24.969
4,25.005
5,24.823
6,25.057
7,25.068
8,25.13
9,25.005
10,25.031
11,25.042
12,24.932
13,25.005
14,25.005
15,24.979
16,24.849
17,25.031
18,25.011
19,24.985
20,24.912
21,25.094
22,24.99
23,24.985
24,25.125
25,25.135
26,25.141
27,25.187
28,25.27
29,25.27
30,25.218
31,25.26
32,25.244
33,25.286
34,25.286
35,25.369
36,25.379
37,25.353
38,25.379
39,25.447
40,25.452
41,25.483
42,25.597
43,25.54
44,25.509
45,25.369
46,25.488
47,25.566
48,25.457
49,25.561
50,25.555
51,25.685
52,25.55
53,25.752
54,25.819
55,25.628
56,25.917
57,26.02
58,25.69
59,26.0
60,25.969
61,25.912
62,26.041
63,26.144
64,26.416
65,26.421
66,26.565
67,26.673
68,26.887
69,27.081
70,27.346
71,27.53
72,27.712
73,27.748
74,27.641
75,27.651
76,27.616
77,27.27
78,27.143
79,26.872
80,26.647
81,26.519
82,26.396
83,26.344
84,26.087
85,26.118
86,26.123
87,26.159
88,26.092
89,26.051
90,26.061
91,26.02
92,26.046
93,26.02
94,25.969
95,26.092
96,26.041
97,25.881
98,25.938
99,26.041
100,26.036
101,25.912
102,25.855
103,25.974
104,25.948
105,25.953
106,25.876
107,25.932
108,25.902
109,25.855
110,25.679
111,25.829
112,25.86
113,25.86
114,25.85
115,25.762
116,25.845
117,25.803
118,25.767
119,25.762
120,25.664
121,25.757
122,25.664
123,25.654
124,25.685
125,25.519
126,25.529
127,25.607
128,25.586
129,25.498
130,25.648
131,25.581
132,25.55
133,25.612
134,25.586
135,25.478
136,25.623
137,25.483
138,25.695
139,25.638
140,25.654
141,25.597
142,25.612
143,25.623
144,25.674
145,25.778
146,25.586
147,25.695
148,25.778
149,25.803
150,25.705
151,25.824
152,25.669
153,25.809
154,25.772
155,25.654
156,25.721
157,25.555
158,25.747
159,25.612
160,24.917
161,25.0
162,24.99
163,24.86
164,24.906
165,24.901
166,25.026
167,25.073
168,25.063
169,25.021
170,25.057
171,25.026
172,25.026
173,25.037
174,25.052
175,24.948
176,24.938
177,24.953
178,25.011
179,24.974
180,24.995
181,25.115
182,25.094
183,25.063
184,25.011
185,25.343
186,25.156
187,25.125
188,25.265
189,25.276
190,25.25
191,25.301
192,25.291
193,25.224
194,25.291
195,25.416
196,25.317
197,25.395
