File: ,C:\Users\Natal\Pictures\Saved Pictures\Main Experiment\192h\Mouse3\IR_3768.jpg

Frame 1,25.705,25.736,25.814,25.643,25.555,25.535,25.597,25.561,25.514,25.364,25.436,25.426,25.291,25.151,25.27,25.166,25.156,25.234,25.104,25.172,25.104,24.891,25.016,25.172,25.177,25.151,25.021,25.177,25,25.203,25.125,25.052,25.094,25.089,25.037,25.141,25.078,25.141,25.135,25.068,25.083,25.073,25.115,25.099,25.068,25.208,25.172,25.229,25.146,25.234,25.224,25.099,25.182,25.281,25.301,25.192,25.005,25.016,25.161,25.12,25.234,25.229,25.177,25.213,25.146,25.156,25.166,25.333,25.141,25.172,25.213,25.192,25.192,25.146,25.218,25.089,25.234,25.13,25.229,25.239,25.13,25.031,25.182,25.151,24.995,25.312,25.327,25.312,25.265,25.281,25.41,25.447,25.343,25.462,25.364,25.379,25.374,25.317,25.307,25.141,25.327,25.229,25.322,25.426,25.447,25.483,25.244,25.26,25.177,25.135,25.265,25.239,25.244,25.265,25.519,25.421,25.545,25.586,25.633,25.566,25.633,25.762,25.891,25.969,25.932,25.969,26.123,26.283,26.236,26.339,26.293,26.339,26.698,26.539,26.498,26.483,26.478,26.426,26.319,26.462,26.555,26.293,26.344,26.319,26.272,26.406,26.406,26.529,26.493,26.626,26.729,26.877,26.913,27.056,27,27.194,27.433,27.54,27.88,28.223,28.471,28.868,29.204,30.001,30.754,31.32,32.088,32.268,32.603,32.986,32.933,32.696,31.785,30.615,29.643,28.918,28.334,28.036,27.712,27.656,27.438,27.255,27.194,27.25,27.025,26.995,26.913,26.862,26.765,26.611,26.606,26.596,26.503,26.524,26.432,26.36,26.447,26.241,26.385,26.231,26.221,26.236,26.103,26.18,26.092,26.046,26.262,26.087,25.974,26.041,26.02,25.994,25.979,26,26.041,25.876,26.041,25.907,25.876,25.871,25.902,25.948,25.912,25.829,25.907,25.871,25.824,25.953,25.778,25.803,25.84,25.798,25.612,25.86,25.865,25.803,25.824,25.721,25.85,25.705,25.871,25.824,25.7,25.855,25.86,25.772,25.865,25.726,25.927,25.824,25.855,25.86,25.845,25.721,25.757,25.798,25.819,25.824,25.731,25.778,25.736,25.948,25.814,25.922,25.736,25.927,25.922,25.762,25.912,25.845,25.927,25.767,25.803,25.932,25.896,25.757,25.938,25.855,25.84,25.845,25.788,25.912,25.829,25.907,25.865,25.829,25.938,25.829,25.896,25.922,25.788,25.958,25.927,25.767,25.798,25.943,25.881,25.829,25.726,25.876,26.02,25.721,25.881,25.907,25.938,25.829,26.041,25.86,26.066,25.896,25.953,25.891,25.912,25.788,25.865,25.927,26.046,26.051,25.788,25.824
,25.669,25.726,25.726,25.488,25.685,25.571,25.576,25.535,25.452,25.359,25.281,25.296,25.244,25.135,25.166,24.886,25.166,25.052,25.021,25.057,25.229,25.224,25.005,25.229,25.146,25.13,24.985,25.12,25.172,25.203,25.031,25.094,25.089,25.073,25.13,25.068,25.063,25.146,25.166,25.104,25.13,25.089,25.078,25.047,25.011,25.146,25.073,25.192,25.13,25.031,25.125,25.13,25.083,25.353,25.068,25.031,24.99,24.99,25.052,25.203,25.208,25.229,25.198,25.042,25.203,25.343,25.255,25.135,25.161,25.182,25.094,25.296,25.198,25.229,25.031,25.146,25.177,25.125,25.286,25.172,25.239,25.239,25.094,24.959,25.244,25.296,25.224,25.281,25.208,25.208,25.239,25.416,25.333,25.4,25.364,25.27,25.379,25.291,25.333,25.338,25.348,25.348,25.239,25.421,25.348,25.441,25.39,25.436,25.405,25.276,25.286,25.291,25.317,25.307,25.473,25.54,25.524,25.612,25.447,25.592,25.514,25.571,25.938,25.798,25.938,26.072,26.108,26.2,26.298,26.437,26.519,26.467,26.611,26.519,26.498,26.467,26.642,26.509,26.509,26.432,26.344,26.272,26.514,26.396,26.355,26.452,26.514,26.385,26.493,26.795,26.739,26.893,26.898,27.061,27.199,27.362,27.479,27.55,27.814,28.102,28.4,28.873,29.319,30.056,30.724,31.276,32.015,32.458,32.574,32.889,32.86,32.487,31.717,30.625,29.658,28.928,28.405,28.031,27.687,27.697,27.367,27.275,27.357,27.132,27.132,27.102,26.933,26.903,26.852,26.637,26.642,26.514,26.483,26.452,26.509,26.365,26.478,26.303,26.247,26.324,26.185,26.175,26.211,26.108,26.108,26.133,26.139,26.01,25.948,26.097,25.963,25.953,26.025,26.041,25.953,26.036,25.948,25.876,25.85,25.809,25.86,25.938,25.845,25.907,25.871,25.902,25.891,25.902,25.917,25.752,25.85,25.742,25.829,25.824,25.819,25.586,25.783,25.788,25.809,25.71,25.648,25.772,25.788,25.793,25.809,25.752,25.881,25.86,25.865,25.783,25.953,25.814,25.969,25.896,25.824,25.803,25.855,25.953,25.84,25.927,25.726,25.845,25.819,25.819,25.963,25.917,25.932,25.819,25.736,25.912,25.809,25.886,25.927,25.798,25.907,25.834,25.783,25.767,25.7,25.86,25.917,25.902,25.881,25.876,25.907,25.86,25.834,25.912,25.819,25.938,25.891,25.927,25.845,25.762,25.752,25.963,25.752,25.938,25.803,25.948,25.731,25.721,25.896,25.865,25.927,25.891,25.958,25.984,26.041,25.969,25.845,25.902,25.876,25.881,25.943,25.881,25.876,25.829,26.046,25.798
,25.731,25.638,25.633,25.695,25.664,25.571,25.71,25.726,25.509,25.421,25.483,25.457,25.384,25.125,25.166,25.089,25.104,25.115,25.083,25.141,25.208,25.203,25.031,25.244,25.037,25.042,25.115,25.037,25.436,25.156,25.063,25.037,25.192,25.26,25.021,25.063,25.151,25.146,25.198,25.052,25.151,25.198,25.094,25.25,25.135,25.255,25.229,25.322,25.083,25.255,25.224,25.166,25.141,25.213,25.198,25.011,25.047,25.198,25.161,25.25,25.234,25.166,25.172,25.146,25.224,25.276,25.151,25.255,25.172,25.213,25.229,25.198,25.218,25.244,25.218,25.172,25.265,25.301,25.307,25.213,25.239,25.12,25.286,25.327,25.301,25.431,25.296,25.26,25.317,25.244,25.4,25.296,25.436,25.41,25.519,25.25,25.338,25.327,25.307,25.317,25.317,25.255,25.296,25.493,25.473,25.441,25.488,25.509,25.426,25.462,25.457,25.296,25.348,25.353,25.54,25.576,25.576,25.586,25.571,25.586,25.752,25.772,25.814,25.845,25.994,26.185,26.113,26.216,26.216,26.524,26.693,26.77,26.703,26.806,26.688,26.765,26.8,26.673,26.637,26.795,26.555,26.498,26.56,26.534,26.529,26.498,26.524,26.667,26.744,26.867,26.795,26.872,26.959,27.132,27.046,27.372,27.418,27.519,27.809,28.158,28.455,28.978,29.398,30.011,30.872,31.325,31.839,32.443,32.628,32.865,33.006,32.637,31.756,30.65,29.867,29.083,28.506,28.052,27.717,27.682,27.575,27.352,27.321,27.122,27.132,27.025,27.03,26.795,26.836,26.662,26.708,26.693,26.647,26.621,26.519,26.426,26.421,26.396,26.385,26.293,26.283,26.164,26.2,26.133,26.061,26.123,26.097,26.041,26.072,26.061,26.036,25.958,26.056,25.979,26,26.041,26.01,25.891,25.984,25.809,25.922,25.757,25.953,25.871,25.979,25.912,25.912,25.979,25.896,25.809,25.721,25.757,25.747,25.793,25.84,25.736,25.747,25.726,25.767,25.778,25.726,25.84,25.674,25.669,25.932,25.896,25.742,25.871,25.902,25.876,25.778,25.85,25.922,25.871,25.793,25.819,25.845,25.819,25.907,25.907,25.757,25.814,26.051,26.005,25.902,25.886,26.051,25.953,25.886,25.927,25.902,25.705,25.876,25.948,25.922,25.943,25.922,25.798,25.938,25.855,25.953,25.876,25.752,25.922,25.938,25.943,25.891,25.948,25.845,25.917,25.793,25.943,25.778,25.705,25.994,25.721,25.865,25.85,25.938,26.005,25.943,25.742,25.896,25.891,25.886,25.772,25.907,25.881,25.881,25.943,26.066,25.917,25.783,25.912,25.979,25.902,25.917,25.938,25.994,25.757
,25.736,25.586,25.716,25.648,25.654,25.757,25.623,25.55,25.529,25.39,25.426,25.4,25.483,25.338,25.224,25.109,25.026,25.234,25.078,25.213,25.172,25.078,25.146,25.078,24.969,25.177,25.115,25.234,25.052,25.26,25.099,25.182,25.047,25.099,25.099,25.161,25.161,24.953,25.141,25.109,25.177,25.073,25.177,25.151,25.146,25.115,25.182,25.156,25.229,25.083,25.265,25.343,25.229,25.239,25.172,25.25,25.239,25.156,25.187,25.281,25.166,25.141,25.156,25.026,25.109,25.099,25.12,25.198,25.13,25.244,25.146,25.068,25.213,25.312,25.244,25.322,25.281,25.182,25.25,25.011,25.276,25.291,25.115,25.203,25.177,25.244,25.172,25.369,25.327,25.265,25.291,25.327,25.359,25.426,25.276,25.276,25.27,25.359,25.333,25.296,25.276,25.369,25.307,25.436,25.374,25.333,25.405,25.4,25.426,25.447,25.638,25.498,25.431,25.509,25.509,25.69,25.514,25.638,25.674,25.576,25.674,25.793,25.845,25.767,26.005,26.092,26.169,26.149,26.339,26.519,26.478,26.719,27.066,27.092,27.046,27.025,26.974,26.867,26.775,26.847,26.678,26.683,26.78,26.657,26.662,26.637,26.621,26.565,26.749,26.744,26.826,26.882,27.143,27.224,27.209,27.397,27.438,27.697,27.961,28.208,28.596,28.818,29.204,29.991,30.724,31.344,31.824,32.433,32.618,32.86,32.899,32.637,31.717,30.709,29.877,29.063,28.662,28.102,27.849,27.733,27.494,27.362,27.443,27.346,27.092,27.178,26.887,26.923,26.862,26.78,26.708,26.683,26.473,26.462,26.565,26.498,26.432,26.432,26.411,26.283,26.051,26.247,26.149,26.226,26.103,26.226,26.128,26.051,26.082,26.103,25.953,26.025,25.922,26.056,25.969,25.902,25.902,25.881,25.798,25.855,25.943,25.783,25.953,25.778,25.865,25.84,25.814,25.788,25.881,25.798,25.876,25.695,25.772,25.638,25.793,25.633,25.71,25.829,25.71,25.752,25.772,25.747,25.607,25.809,25.907,25.824,25.834,25.912,25.907,25.716,25.881,25.86,25.871,25.824,25.721,25.778,25.798,25.731,25.902,25.891,25.876,25.85,25.896,25.886,25.886,25.752,25.865,25.803,25.803,25.86,25.752,25.912,25.71,25.788,25.891,25.938,25.984,25.829,25.938,25.881,26.061,25.84,25.834,25.829,25.917,25.793,25.767,25.85,25.783,25.881,25.788,25.824,25.71,25.989,25.84,25.865,25.747,25.767,25.762,25.845,25.953,25.984,25.907,25.891,25.731,25.896,25.86,25.793,26.015,25.917,25.902,25.891,25.86,25.984,25.927,26.066,25.912,26.108,25.948,25.927
,25.664,25.617,25.628,25.669,25.633,25.643,25.488,25.535,25.39,25.617,25.457,25.405,25.208,25.276,25.359,25.265,25.146,25.198,25.083,25.203,25.192,25.234,25.109,25.063,25.042,24.979,25.063,25.182,25.094,25.052,25.016,25.083,25.12,25.104,24.943,25.026,25.161,25.177,25.177,24.943,25.042,25.166,25.166,25.146,25.125,25.089,25.198,25.239,25.057,25.083,25.083,25.198,25.177,25.156,25.234,25.198,25.021,25.172,25.135,25.104,25.125,25.135,25.151,25.192,25.083,25.151,25.057,25.083,25.187,25.296,25.224,25.047,25.208,25.281,25.151,25.146,25.239,25.182,25.187,25.166,25.104,25.239,25.12,25.094,25.078,25.224,25.244,25.281,25.301,25.374,25.343,25.431,25.343,25.239,25.359,25.473,25.359,25.312,25.239,25.348,25.281,25.467,25.359,25.333,25.473,25.384,25.379,25.457,25.348,25.457,25.478,25.488,25.405,25.364,25.504,25.638,25.607,25.643,25.561,25.716,25.566,25.664,25.71,25.809,26.005,26,26.2,26.154,26.324,26.462,26.426,26.76,26.928,27.087,27.275,27.352,27.209,27.148,26.944,27.051,26.749,26.78,26.857,26.616,26.493,26.652,26.596,26.585,26.703,26.667,26.79,26.908,27.01,27.189,27.178,27.423,27.555,27.799,27.839,28.304,28.521,28.848,29.413,29.991,30.739,31.276,31.81,32.36,32.574,32.885,32.918,32.637,31.687,30.68,29.882,29.088,28.541,28.213,27.915,27.728,27.499,27.392,27.255,27.138,27.071,27.056,27.087,26.77,26.821,26.744,26.56,26.514,26.601,26.401,26.534,26.385,26.396,26.36,26.241,26.252,26.262,26.169,26.123,26.205,26.041,26.108,26.169,26.108,25.922,26.195,25.958,25.994,26.036,25.953,25.943,25.974,26.03,25.86,26.02,25.654,25.84,25.798,25.881,25.984,25.871,25.798,25.829,25.757,25.809,25.767,25.747,25.762,25.747,25.783,25.783,25.783,25.628,25.752,25.886,25.695,25.648,25.71,25.654,25.819,25.762,25.778,25.793,25.803,25.886,25.845,25.979,25.829,25.865,25.809,25.814,25.731,25.705,25.803,25.927,25.881,25.814,25.736,25.819,25.871,25.943,25.809,26.005,25.819,25.778,25.953,25.876,25.793,25.902,25.829,25.721,25.783,25.788,25.932,25.896,25.917,25.948,25.855,25.845,25.829,25.85,25.778,25.772,25.876,25.798,25.824,25.793,25.638,25.809,25.679,25.705,25.979,25.783,25.865,25.871,25.793,25.907,25.922,25.659,25.958,25.788,25.767,25.922,25.84,25.865,25.865,25.886,25.896,25.834,25.907,25.834,25.917,25.865,25.932,25.896,26.056
,25.514,25.716,25.664,25.524,25.607,25.571,25.607,25.664,25.416,25.478,25.462,25.576,25.353,25.229,25.213,25.239,25.177,25.177,25.078,25.192,25.198,25.166,25.172,25.239,25.244,25.229,25.115,25.187,25.063,25.031,25.104,25.104,25.224,25.229,25.094,25.135,25.073,25.068,25.057,25.109,25.208,25.203,25.042,25.166,25.089,25.135,25.255,25.089,25.146,25.255,25.047,25.172,25.213,25.296,25.161,25.198,25.151,25.125,25.161,25.312,25.146,25.213,25.198,25.172,25.244,25.203,25.146,25.244,25.13,25.208,25.234,25.177,25.208,25.161,25.327,25.161,25.213,25.177,25.25,25.27,25.25,25.244,25.224,25.187,25.115,25.255,25.213,25.198,25.369,25.26,25.25,25.462,25.39,25.333,25.348,25.369,25.338,25.374,25.39,25.348,25.4,25.208,25.291,25.369,25.416,25.431,25.431,25.493,25.524,25.39,25.493,25.576,25.504,25.561,25.674,25.545,25.586,25.731,25.664,25.7,25.742,25.788,25.778,25.85,25.824,26.072,26.164,26.257,26.231,26.452,26.421,26.749,26.744,27.005,27.173,27.285,27.601,27.418,27.494,27.296,27.061,26.908,26.862,26.765,26.749,26.831,26.775,26.698,26.647,26.928,26.918,26.862,26.984,27.219,27.275,27.56,27.57,27.722,27.834,28.234,28.541,28.918,29.369,29.971,30.729,31.344,31.971,32.331,32.613,32.86,32.889,32.569,31.941,30.892,29.832,29.098,28.627,28.279,27.9,27.834,27.524,27.413,27.458,27.245,27.341,27.107,27.076,26.852,26.928,26.749,26.57,26.621,26.667,26.591,26.452,26.442,26.483,26.339,26.416,26.247,26.247,26.226,26.211,26.211,26.185,26.092,26.097,26.051,26.056,26.169,25.953,25.974,25.989,25.943,25.927,25.994,25.938,26.097,25.84,25.85,25.803,25.778,25.824,25.902,25.912,25.84,25.845,25.767,25.71,25.674,25.716,25.742,25.607,25.778,25.757,25.679,25.685,25.772,25.7,25.664,25.721,25.788,25.716,25.819,25.695,25.788,25.685,25.912,25.855,25.798,25.814,25.798,25.747,25.84,25.798,25.793,25.834,25.752,25.871,25.917,25.865,25.788,25.855,25.772,25.814,25.814,25.876,25.922,25.963,25.907,25.829,25.778,25.793,25.757,25.886,25.896,25.798,25.963,25.7,25.902,25.979,25.896,25.721,25.876,25.845,25.85,25.922,25.803,25.747,25.876,25.845,25.798,25.824,25.803,25.798,25.778,25.742,25.793,25.71,25.902,25.917,25.922,25.824,25.643,25.654,25.834,25.814,25.886,25.819,25.886,25.814,25.881,25.886,25.932,25.84,25.902,25.86,25.891,25.793,25.896
,25.566,25.617,25.612,25.571,25.457,25.623,25.545,25.504,25.478,25.462,25.333,25.452,25.379,25.198,25.141,25.192,25.104,25.109,25.078,25.161,25.198,25.234,25.161,25.161,25.187,25.083,25.172,25.104,25.026,25.005,25.146,25.016,25.146,25.276,25.141,25.156,25.125,25.089,25.135,25.109,25.115,25.156,25.037,25.104,25.073,25.068,25.182,25.057,25.177,25.047,25.063,25.229,25.125,25.187,25.187,25.187,25.135,25.156,25.25,25.094,25.156,25.322,25.146,25.224,25.224,25.172,25.218,25.141,25.187,25.12,25.244,25.094,25.25,25.317,25.125,25.26,25.39,25.255,25.291,25.109,25.208,25.166,25.12,25.192,25.151,25.244,25.281,25.322,25.322,25.203,25.343,25.301,25.322,25.436,25.416,25.4,25.27,25.26,25.234,25.301,25.374,25.39,25.25,25.467,25.436,25.452,25.333,25.312,25.41,25.374,25.473,25.447,25.571,25.545,25.545,25.602,25.529,25.7,25.607,25.514,25.803,25.845,25.84,25.726,25.948,25.994,26.092,25.984,26.195,26.498,26.503,26.754,26.928,26.984,27.148,27.326,27.504,27.631,27.763,27.707,27.316,27.138,27.081,26.969,26.811,26.882,26.678,26.673,26.749,26.862,26.944,26.903,27.148,27.056,27.321,27.59,27.641,27.814,27.956,28.234,28.309,28.903,29.254,29.961,30.66,31.31,31.731,32.127,32.429,32.783,32.865,32.759,31.883,30.828,29.956,29.314,28.868,28.294,28.021,27.935,27.606,27.484,27.326,27.194,27.097,27.061,27.071,26.954,26.903,26.647,26.596,26.713,26.565,26.555,26.519,26.426,26.349,26.39,26.406,26.308,26.303,26.303,26.298,26.226,26.154,26.103,26.087,26.149,25.948,26.113,25.958,25.989,25.938,25.902,25.974,26.03,25.953,25.969,25.855,25.989,25.824,25.834,25.85,25.803,25.891,25.798,25.829,25.736,25.721,25.84,25.742,25.731,25.654,25.674,25.752,25.659,25.664,25.71,25.654,25.498,25.695,25.721,25.824,25.716,25.917,25.814,25.871,25.834,25.772,25.716,25.824,25.84,25.71,25.798,25.788,25.788,25.809,25.809,25.855,25.896,25.891,25.902,25.907,25.757,25.834,25.855,25.845,25.803,25.896,25.834,25.896,25.731,25.829,25.757,25.891,25.747,25.907,25.752,25.902,25.85,25.891,25.902,25.886,25.896,25.871,25.824,25.865,25.814,25.736,25.814,25.793,25.829,25.793,25.431,25.834,25.762,25.814,25.721,25.705,25.84,25.742,25.855,25.767,25.809,25.69,25.865,25.845,25.948,25.798,25.969,26.005,25.767,25.943,25.819,25.943,26.015,25.907,25.969,25.958,25.932
,25.602,25.643,25.669,25.602,25.638,25.519,25.648,25.612,25.405,25.529,25.348,25.364,25.457,25.218,25.224,25.146,25.13,25.083,25.172,25.146,25.281,25.208,25.182,25.198,25.208,25.125,25.109,25.005,25.052,25.073,25.13,25.244,25.172,25.125,25.089,25.125,25.177,25.078,25.073,25.073,25.115,25.172,25.037,24.959,25.021,25.094,25.234,25.151,25.089,25.276,25.104,25.307,25.13,25.203,25.156,25.161,25.151,25.151,25.166,25.203,25.151,25.172,25.322,25.234,25.104,25.218,25.078,25.291,25.291,25.291,25.218,25.161,25.151,25.317,25.244,25.348,25.27,25.244,25.255,25.224,25.234,25.224,25.374,25.286,25.135,25.208,25.26,25.141,25.369,25.353,25.405,25.312,25.317,25.447,25.473,25.421,25.416,25.343,25.343,25.405,25.431,25.395,25.343,25.374,25.447,25.514,25.322,25.426,25.545,25.457,25.514,25.483,25.545,25.514,25.633,25.54,25.628,25.674,25.679,25.488,25.726,25.762,25.747,25.829,25.855,25.989,26.128,26.103,26.211,26.452,26.457,26.575,26.852,27.01,27.214,27.321,27.626,27.758,27.869,27.971,27.722,27.413,27.28,26.995,26.847,26.841,26.995,26.713,26.765,26.877,26.898,26.913,27.168,27.346,27.204,27.631,27.641,27.804,28.082,28.314,28.531,28.938,29.359,30.006,30.709,31.197,31.55,32.073,32.38,32.826,32.865,32.628,32.005,31.103,30.086,29.299,28.762,28.506,28.304,28.062,27.758,27.58,27.545,27.311,27.214,27.189,27.025,26.903,27,26.79,26.667,26.754,26.611,26.591,26.626,26.55,26.56,26.39,26.262,26.231,26.288,26.149,26.113,26.277,26.267,26.164,26.195,26.092,26.097,26.118,26.123,26.175,26.072,26.077,26.175,25.943,26.128,26.041,25.943,25.989,25.881,25.85,25.927,25.85,25.953,25.963,25.731,25.793,25.819,25.716,25.674,25.679,25.767,25.638,25.654,25.493,25.638,25.654,25.69,25.535,25.731,25.633,25.69,25.855,25.917,25.721,25.803,25.824,25.814,25.654,25.736,25.747,25.69,25.865,25.767,25.685,25.71,25.762,25.793,25.845,25.845,25.736,25.788,25.881,25.757,25.876,25.881,25.896,25.772,25.896,25.845,25.917,25.855,25.907,25.845,25.86,25.922,25.84,26,25.814,25.819,25.762,25.953,25.767,25.824,25.917,25.798,25.938,25.71,25.778,25.809,25.742,25.896,25.747,25.819,25.772,25.85,25.834,25.803,25.809,25.772,25.783,25.86,25.762,25.814,25.778,25.819,25.824,25.948,25.84,25.871,25.958,25.958,25.953,25.974,26.066,25.845,25.834,25.814,25.85
,25.55,25.705,25.659,25.643,25.69,25.638,25.519,25.493,25.478,25.607,25.416,25.581,25.431,25.229,25.125,25.063,25.125,25.156,25.166,25.089,25.234,25.213,25.177,25.255,25.141,25.13,25.187,25.161,25.177,25.229,25.151,25.182,25.135,25.063,25.094,25.042,25.026,25.125,25.172,25.073,25.156,25.151,25.192,25.25,25.146,25.218,25.161,25.151,25.218,25.166,25.218,25.203,25.192,25.327,25.073,25.229,25.135,25.198,25.161,25.135,25.213,25.239,25.161,25.177,25.307,25.208,25.125,25.353,25.26,25.26,25.234,25.13,25.224,25.234,25.307,25.364,25.359,25.25,25.25,25.25,25.244,25.12,25.182,25.187,25.156,25.327,25.436,25.286,25.27,25.348,25.296,25.436,25.441,25.441,25.441,25.333,25.213,25.301,25.384,25.379,25.27,25.296,25.4,25.41,25.41,25.447,25.581,25.447,25.473,25.359,25.524,25.524,25.555,25.581,25.612,25.519,25.731,25.679,25.602,25.742,25.726,25.695,25.798,25.922,25.772,25.896,25.876,25.881,26.18,26.128,26.467,26.765,26.857,27.153,27.458,27.616,27.722,27.925,28.036,28.158,27.976,27.9,27.641,27.326,27.087,26.933,27.051,26.79,26.862,27.056,27.066,27.066,27.056,27.341,27.499,27.631,27.733,27.971,28.112,28.309,28.516,28.973,29.078,29.842,30.536,31.236,31.565,32.083,32.36,32.773,32.822,32.763,32.117,31.049,30.22,29.478,29.043,28.667,28.571,28.203,27.804,27.606,27.545,27.453,27.362,27.03,27.061,26.867,27.051,26.724,26.831,26.647,26.534,26.565,26.657,26.539,26.606,26.349,26.355,26.385,26.118,26.272,26.272,26.175,26.097,26.097,26.241,26.308,26.103,26.205,26.195,26.154,26.139,25.938,26.02,26.113,25.974,26.072,26.061,25.974,26.025,25.927,26.056,25.834,25.855,25.902,25.958,25.829,25.876,25.757,25.767,25.803,25.757,25.716,25.747,25.535,25.679,25.576,25.736,25.695,25.654,25.767,25.726,25.726,25.793,25.855,25.845,25.731,25.829,25.705,25.731,25.788,25.783,25.824,25.685,25.772,25.793,25.876,25.736,25.938,25.767,25.824,25.803,25.772,25.922,25.871,25.86,25.948,25.747,25.994,25.974,25.845,25.865,25.757,25.778,25.742,25.798,25.953,25.902,25.922,25.814,25.902,25.793,25.767,25.824,25.803,25.871,25.969,25.809,25.798,25.788,25.793,25.938,25.865,25.876,25.762,25.788,25.886,25.86,25.865,25.793,25.876,25.871,25.845,25.896,25.927,25.902,25.798,25.943,25.871,25.958,25.803,26,25.824,26.015,25.974,25.917,25.834,25.927,25.932
,25.54,25.633,25.633,25.607,25.633,25.623,25.529,25.612,25.462,25.493,25.384,25.483,25.234,25.192,25.094,25.172,25.166,25.115,25.109,25.083,25.146,25.198,25.213,25.208,25.187,25.187,25.146,25.198,25.12,25.172,25.234,25.135,25.104,24.995,25.068,25.089,25.078,25.037,25.255,25.078,25.083,25.291,25.12,25.218,25.146,25.13,25.187,25.083,25.198,25.192,25.161,25.151,25.135,25.234,25.156,25.203,25.27,25.182,25.301,25.156,25.156,25.213,25.156,25.182,25.177,25.286,25.338,25.239,25.27,25.255,25.26,25.187,25.255,25.198,25.281,25.172,25.374,25.312,25.25,25.239,25.172,25.161,25.125,25.312,25.141,25.348,25.327,25.296,25.276,25.301,25.359,25.276,25.364,25.4,25.395,25.447,25.343,25.322,25.312,25.359,25.426,25.374,25.431,25.441,25.462,25.452,25.467,25.436,25.4,25.338,25.462,25.529,25.576,25.493,25.643,25.612,25.586,25.643,25.545,25.4,25.803,25.705,25.84,25.669,25.907,25.778,25.86,25.845,25.984,26.133,26.344,26.591,26.831,27.071,27.311,27.54,27.758,28.006,28.031,28.36,28.082,28.249,27.966,27.677,27.229,27.015,27.122,27.02,26.826,27.046,27.056,27.081,27.229,27.479,27.53,27.662,28.031,27.92,28.122,28.37,28.45,28.963,29.334,29.777,30.561,31.005,31.535,31.702,32.18,32.579,32.739,32.55,32.2,31.089,30.165,29.688,29.178,28.968,28.541,28.294,27.88,27.616,27.641,27.57,27.346,27.117,27.092,26.939,26.913,26.918,26.8,26.8,26.76,26.673,26.647,26.514,26.565,26.396,26.38,26.355,26.267,26.308,26.293,26.133,26.2,26.277,26.277,26.133,26.169,26.293,26.118,26.164,26.128,26.159,26.015,26.133,25.979,25.974,26.036,25.917,25.907,25.979,25.891,25.803,25.788,25.953,25.907,25.803,25.938,25.752,25.757,25.767,25.69,25.664,25.617,25.571,25.586,25.561,25.612,25.581,25.617,25.659,25.628,25.757,25.643,25.726,25.705,25.762,25.767,25.731,25.778,25.886,25.772,25.778,25.824,25.731,25.772,25.819,25.824,25.855,25.705,25.855,25.855,25.84,25.896,25.819,25.742,25.845,25.829,25.803,25.772,25.793,25.84,25.834,25.793,25.86,25.912,25.907,25.772,25.824,25.86,25.85,25.871,25.793,25.783,25.736,25.814,25.85,25.783,25.679,25.788,25.762,25.778,25.814,25.84,25.669,25.803,25.726,25.829,25.86,25.938,25.86,25.834,25.84,25.829,25.907,25.907,25.845,25.834,25.891,25.948,26.01,25.938,25.974,25.829,25.979,25.886,25.943,25.855,25.932
