,0
0,24.364
1,24.259
2,24.301
3,24.269
4,24.468
5,24.426
6,24.452
7,24.432
8,24.458
9,24.358
10,24.405
11,24.358
12,24.384
13,24.484
14,24.468
15,24.432
16,24.39
17,24.515
18,24.473
19,24.62
20,24.473
21,24.562
22,24.452
23,24.573
24,24.494
25,24.442
26,24.588
27,24.567
28,24.479
29,24.578
30,24.547
31,24.437
32,24.604
33,24.604
34,24.625
35,24.557
36,24.614
37,24.667
38,24.682
39,24.708
40,24.635
41,24.489
42,24.802
43,24.672
44,24.672
45,24.745
46,24.886
47,24.781
48,24.901
49,24.865
50,24.74
51,25.089
52,24.886
53,25.063
54,25.016
55,25.187
56,25.161
57,25.068
58,25.125
59,25.353
60,25.296
61,25.301
62,25.338
63,25.281
64,25.265
65,25.384
66,25.39
67,25.426
68,25.364
69,25.695
70,25.752
71,25.742
72,25.561
73,25.757
74,25.736
75,25.829
76,25.907
77,25.969
78,25.974
79,25.922
80,26.051
81,26.226
82,26.437
83,26.826
84,27.331
85,27.636
86,28.168
87,28.122
88,28.244
89,28.234
90,28.375
91,28.228
92,28.082
93,27.753
94,27.255
95,26.903
96,26.488
97,26.103
98,25.896
99,25.814
100,25.488
101,25.441
102,25.41
103,25.457
104,25.353
105,25.327
106,25.39
107,25.265
108,25.229
109,25.141
110,25.182
111,25.265
112,25.244
113,25.156
114,25.177
115,25.094
116,25.13
117,25.042
118,25.146
119,25.161
120,24.969
121,25.031
122,24.974
123,24.943
124,24.99
125,24.906
126,24.959
127,24.912
128,24.86
129,24.938
130,24.875
131,24.854
132,24.875
133,24.719
134,24.797
135,24.693
136,24.682
137,24.708
138,24.714
139,24.771
140,24.745
141,24.656
142,24.802
143,24.781
144,24.802
145,24.776
146,24.719
147,24.698
148,24.708
149,24.75
150,24.651
151,24.625
152,24.604
153,24.646
154,24.667
155,24.609
156,24.562
157,24.62
158,24.724
159,24.604
160,24.364
161,24.29
162,24.421
163,24.416
164,24.343
165,24.285
166,24.452
167,24.384
168,24.285
169,24.479
170,24.463
171,24.369
172,24.452
173,24.458
174,24.437
175,24.416
176,24.384
177,24.484
178,24.468
179,24.594
180,24.567
181,24.635
182,24.437
183,24.599
184,24.473
185,24.526
186,24.52
187,24.688
188,24.405
189,24.541
190,24.526
191,24.463
192,24.62
193,24.667
194,24.677
195,24.641
196,24.635
197,24.693
198,24.813
199,24.693
200,24.761
201,24.714
202,24.781
203,24.698
204,24.703
205,24.74
206,24.708
207,24.719
208,24.828
209,25.047
210,24.823
211,25.042
212,25.047
213,25.063
214,25.021
215,25.172
216,25.125
217,25.172
218,25.255
219,25.172
220,25.379
221,25.187
222,25.312
223,25.359
224,25.504
225,25.379
226,25.592
227,25.41
228,25.493
229,25.555
230,25.659
231,25.664
232,25.721
233,25.767
234,25.778
235,25.917
236,25.793
237,25.896
238,26.056
239,26.061
240,26.056
241,26.396
242,26.509
243,26.821
244,27.377
245,27.793
246,28.148
247,28.173
248,28.4
249,28.45
250,28.35
251,28.35
252,28.036
253,27.778
254,27.336
255,26.862
256,26.437
257,26.175
258,25.86
259,25.803
260,25.54
261,25.447
262,25.555
263,25.431
264,25.467
265,25.431
266,25.255
267,25.343
268,25.276
269,25.218
270,25.099
271,25.166
272,25.141
273,25.213
274,25.135
275,25.161
276,25.192
277,25.078
278,25.12
279,25.141
280,25.109
281,24.959
282,24.974
283,25.052
284,24.974
285,24.964
286,24.959
287,24.854
288,24.854
289,24.865
290,24.88
291,24.901
292,24.761
293,24.87
294,24.818
295,24.734
296,24.807
297,24.734
298,24.787
299,24.792
300,24.917
301,24.854
302,24.719
303,24.651
304,24.781
305,24.567
306,24.557
307,24.719
308,24.818
309,24.682
310,24.729
311,24.63
312,24.52
313,24.635
314,24.682
315,24.578
316,24.834
317,24.625
318,24.74
319,24.646
320,24.275
321,24.301
322,24.421
323,24.395
324,24.447
325,24.311
326,24.505
327,24.264
328,24.405
329,24.437
330,24.442
331,24.275
332,24.395
333,24.416
334,24.51
335,24.437
336,24.484
337,24.489
338,24.567
339,24.614
340,24.599
341,24.599
342,24.515
343,24.463
344,24.384
345,24.609
346,24.458
347,24.62
348,24.526
349,24.51
350,24.599
351,24.609
352,24.573
353,24.604
354,24.745
355,24.62
356,24.599
357,24.547
358,24.745
359,24.724
360,24.646
361,24.646
362,24.651
363,24.682
364,24.755
365,24.938
366,24.766
367,24.797
368,24.891
369,24.844
370,24.849
371,25.026
372,25.063
373,25.208
374,25.104
375,25.177
376,25.192
377,25.322
378,25.333
379,25.172
380,25.218
381,25.224
382,25.379
383,25.26
384,25.452
385,25.436
386,25.519
387,25.55
388,25.607
389,25.576
390,25.783
391,25.576
392,25.809
393,25.788
394,25.783
395,25.932
396,25.963
397,26.015
398,25.989
399,26.097
400,26.267
401,26.401
402,26.626
403,27.036
404,27.55
405,27.869
406,28.178
407,28.445
408,28.491
409,28.622
410,28.375
411,28.289
412,28.062
413,27.839
414,27.392
415,26.857
416,26.411
417,26.19
418,26.005
419,25.767
420,25.571
421,25.555
422,25.535
423,25.545
424,25.4
425,25.509
426,25.359
427,25.333
428,25.286
429,25.213
430,25.213
431,25.192
432,25.109
433,25.151
434,25.187
435,25.141
436,25.094
437,25.057
438,25.016
439,25.135
440,24.938
441,25.0
442,25.011
443,24.948
444,24.969
445,24.959
446,24.953
447,24.959
448,24.964
449,24.891
450,24.88
451,24.854
452,24.985
453,24.849
454,25.047
455,24.729
456,24.797
457,24.729
458,24.724
459,24.781
460,24.797
461,24.797
462,24.755
463,24.729
464,24.719
465,24.578
466,24.667
467,24.604
468,24.688
469,24.604
470,24.651
471,24.609
472,24.599
473,24.62
474,24.567
475,24.614
476,24.641
477,24.567
478,24.63
479,24.578
480,24.285
481,24.316
482,24.416
483,24.437
484,24.442
485,24.353
486,24.494
487,24.405
488,24.311
489,24.405
490,24.484
491,24.4
492,24.494
493,24.426
494,24.468
495,24.484
496,24.479
497,24.494
498,24.552
499,24.604
500,24.583
501,24.52
502,24.62
503,24.526
504,24.614
505,24.594
506,24.614
507,24.667
508,24.62
509,24.599
510,24.63
511,24.661
512,24.682
513,24.567
514,24.761
515,24.651
516,24.688
517,24.693
518,24.844
519,24.734
520,24.698
521,24.74
522,24.703
523,24.781
524,24.74
525,24.818
526,24.87
527,24.844
528,24.927
529,24.995
530,25.031
531,25.12
532,25.052
533,25.109
534,25.135
535,25.405
536,25.13
537,25.322
538,25.161
539,25.307
540,25.286
541,25.327
542,25.4
543,25.421
544,25.416
545,25.659
546,25.607
547,25.55
548,25.524
549,25.84
550,25.788
551,25.814
552,25.865
553,25.845
554,26.0
555,25.989
556,25.989
557,26.103
558,26.277
559,26.247
560,26.421
561,26.416
562,26.821
563,27.071
564,27.57
565,27.94
566,28.234
567,28.385
568,28.637
569,28.617
570,28.511
571,28.36
572,28.107
573,27.844
574,27.357
575,26.811
576,26.447
577,26.164
578,26.03
579,25.793
580,25.788
581,25.586
582,25.571
583,25.514
584,25.581
585,25.659
586,25.457
587,25.312
588,25.307
589,25.312
590,25.156
591,25.255
592,25.224
593,25.156
594,25.198
595,25.229
596,25.057
597,25.099
598,25.156
599,25.094
600,24.99
601,25.063
602,25.042
603,25.089
604,24.979
605,25.078
606,24.917
607,24.969
608,24.849
609,24.844
610,24.948
611,24.849
612,24.86
613,24.766
614,24.771
615,24.766
616,24.787
617,24.787
618,24.849
619,24.703
620,24.86
621,24.844
622,24.906
623,24.761
624,24.734
625,24.719
626,24.672
627,24.641
628,24.708
629,24.724
630,24.734
631,24.755
632,24.635
633,24.578
634,24.667
635,24.494
636,24.719
637,24.599
638,24.588
639,24.661
640,24.259
641,24.243
642,24.306
643,24.384
644,24.473
645,24.264
646,24.4
647,24.322
648,24.447
649,24.4
650,24.447
651,24.395
652,24.442
653,24.479
654,24.505
655,24.494
656,24.505
657,24.552
658,24.567
659,24.583
660,24.567
661,24.854
662,24.604
663,24.646
664,24.531
665,24.52
666,24.484
667,24.63
668,24.635
669,24.672
670,24.536
671,24.734
672,24.667
673,24.74
674,24.646
675,24.708
676,24.698
677,24.86
678,24.802
679,24.875
680,24.917
681,24.771
682,24.854
683,24.74
684,24.787
685,24.844
686,24.854
687,24.86
688,24.943
689,25.042
690,25.021
691,25.094
692,25.083
693,25.343
694,25.359
695,25.229
696,25.379
697,25.416
698,25.27
699,25.322
700,25.462
701,25.4
702,25.529
703,25.504
704,25.612
705,25.535
706,25.721
707,25.555
708,25.674
709,25.731
710,25.855
711,25.979
712,25.979
713,26.0
714,25.922
715,26.18
716,26.18
717,26.164
718,26.272
719,26.457
720,26.355
721,26.544
722,27.087
723,27.316
724,27.788
725,28.092
726,28.43
727,28.627
728,28.677
729,28.571
730,28.611
731,28.294
732,28.133
733,27.809
734,27.29
735,26.836
736,26.565
737,26.257
738,26.041
739,25.819
740,25.793
741,25.592
742,25.592
743,25.452
744,25.364
745,25.457
746,25.369
747,25.4
748,25.291
749,25.296
750,25.25
751,25.182
752,25.203
753,25.166
754,25.089
755,25.203
756,25.203
757,25.021
758,25.192
759,25.089
760,25.146
761,25.031
762,24.969
763,25.052
764,24.959
765,24.959
766,25.005
767,24.995
768,25.099
769,25.078
770,24.912
771,24.99
772,24.86
773,24.818
774,24.729
775,24.823
776,24.755
777,24.771
778,24.807
779,24.682
780,24.745
781,24.698
782,24.661
783,24.807
784,24.781
785,24.734
786,24.677
787,24.588
788,24.724
789,24.594
790,24.688
791,24.745
792,24.708
793,24.583
794,24.547
795,24.614
796,24.625
797,24.62
798,24.567
799,24.599
800,24.327
801,24.379
802,24.353
803,24.259
804,24.473
805,24.369
806,24.489
807,24.227
808,24.484
809,24.5
810,24.458
811,24.479
812,24.646
813,24.588
814,24.327
815,24.5
816,24.536
817,24.667
818,24.531
819,24.578
820,24.62
821,24.609
822,24.588
823,24.635
824,24.588
825,24.536
826,24.594
827,24.625
828,24.677
829,24.641
830,24.693
831,24.557
832,24.661
833,24.797
834,24.734
835,24.667
836,24.787
837,24.839
838,24.724
839,24.714
840,24.755
841,24.745
842,24.906
843,24.891
844,24.948
845,24.995
846,24.995
847,24.974
848,25.037
849,25.031
850,25.068
851,25.125
852,25.333
853,25.353
854,25.234
855,25.405
856,25.307
857,25.369
858,25.426
859,25.55
860,25.421
861,25.421
862,25.524
863,25.561
864,25.638
865,25.483
866,25.752
867,25.731
868,25.742
869,25.783
870,25.85
871,26.015
872,26.118
873,26.0
874,26.025
875,26.108
876,26.241
877,26.257
878,26.452
879,26.467
880,26.514
881,26.647
882,26.78
883,27.311
884,27.9
885,28.304
886,28.42
887,28.571
888,28.692
889,28.647
890,28.657
891,28.526
892,28.112
893,27.839
894,27.301
895,26.847
896,26.601
897,26.283
898,26.015
899,25.876
900,25.633
901,25.865
902,25.71
903,25.55
904,25.55
905,25.504
906,25.462
907,25.343
908,25.322
909,25.224
910,25.364
911,25.286
912,25.161
913,25.161
914,25.12
915,25.031
916,25.192
917,25.182
918,25.161
919,25.042
920,25.089
921,25.094
922,25.026
923,25.026
924,25.016
925,24.912
926,25.005
927,25.208
928,24.953
929,24.828
930,24.839
931,24.849
932,24.901
933,24.703
934,24.86
935,24.844
936,24.781
937,24.781
938,24.719
939,24.729
940,24.792
941,24.776
942,24.787
943,24.776
944,24.703
945,24.604
946,24.755
947,24.74
948,24.703
949,24.63
950,24.719
951,24.688
952,24.682
953,24.661
954,24.594
955,24.635
956,24.573
957,24.526
958,24.703
959,24.557
960,24.416
961,24.405
962,24.395
963,24.4
964,24.452
965,24.432
966,24.416
967,24.426
968,24.4
969,24.473
970,24.411
971,24.505
972,24.39
973,24.52
974,24.552
975,24.588
976,24.63
977,24.489
978,24.479
979,24.5
980,24.667
981,24.693
982,24.494
983,24.688
984,24.594
985,24.609
986,24.672
987,24.766
988,24.646
989,24.682
990,24.708
991,24.761
992,24.734
993,24.75
994,24.854
995,24.771
996,24.719
997,24.776
998,24.88
999,24.88
1000,24.703
1001,24.943
1002,25.037
1003,24.99
1004,25.021
1005,24.943
1006,25.021
1007,24.959
1008,25.094
1009,25.135
1010,25.244
1011,25.364
1012,25.369
1013,25.467
1014,25.317
1015,25.405
1016,25.592
1017,25.473
1018,25.586
1019,25.509
1020,25.55
1021,25.545
1022,25.586
1023,25.648
1024,25.726
1025,25.705
1026,25.84
1027,25.876
1028,25.871
1029,25.876
1030,26.046
1031,26.092
1032,26.077
1033,26.18
1034,26.241
1035,26.18
1036,26.288
1037,26.488
1038,26.539
1039,26.488
1040,26.713
1041,26.867
1042,27.122
1043,27.479
1044,28.006
1045,28.385
1046,28.541
1047,28.757
1048,28.611
1049,28.692
1050,28.596
1051,28.501
1052,28.319
1053,27.9
1054,27.362
1055,26.949
1056,26.652
1057,26.447
1058,26.128
1059,26.01
1060,25.798
1061,25.819
1062,25.695
1063,25.659
1064,25.628
1065,25.602
1066,25.519
1067,25.395
1068,25.364
1069,25.317
1070,25.353
1071,25.276
1072,25.218
1073,25.348
1074,25.296
1075,25.307
1076,25.291
1077,25.141
1078,25.27
1079,25.068
1080,25.083
1081,25.177
1082,25.083
1083,25.208
1084,25.016
1085,25.068
1086,25.016
1087,24.964
1088,24.953
1089,24.891
1090,24.828
1091,24.87
1092,25.011
1093,24.823
1094,24.75
1095,24.771
1096,24.776
1097,24.849
1098,24.818
1099,24.886
1100,24.792
1101,24.656
1102,24.771
1103,24.708
1104,24.672
1105,24.594
1106,24.588
1107,24.761
1108,24.734
1109,24.578
1110,24.708
1111,24.672
1112,24.693
1113,24.672
1114,24.672
1115,24.755
1116,24.635
1117,24.463
1118,24.714
1119,24.641
1120,24.295
1121,24.337
1122,24.484
1123,24.473
1124,24.416
1125,24.4
1126,24.531
1127,24.494
1128,24.426
1129,24.426
1130,24.547
1131,24.557
1132,24.547
1133,24.489
1134,24.578
1135,24.552
1136,24.594
1137,24.541
1138,24.599
1139,24.536
1140,24.641
1141,24.646
1142,24.661
1143,24.74
1144,24.541
1145,24.656
1146,24.672
1147,24.661
1148,24.583
1149,24.714
