,0
0,25.166
1,25.218
2,25.172
3,25.359
4,25.301
5,25.198
6,25.338
7,25.286
8,25.301
9,25.291
10,25.312
11,25.281
12,25.353
13,25.322
14,25.374
15,25.307
16,25.348
17,25.317
18,25.348
19,25.447
20,25.395
21,25.4
22,25.473
23,25.431
24,25.529
25,25.488
26,25.452
27,25.561
28,25.519
29,25.581
30,25.586
31,25.581
32,25.607
33,25.623
34,25.659
35,25.669
36,25.628
37,25.788
38,25.679
39,25.654
40,25.654
41,25.617
42,25.71
43,25.803
44,25.767
45,25.969
46,26.015
47,26.262
48,26.349
49,26.277
50,26.457
51,26.514
52,26.514
53,26.467
54,26.529
55,26.498
56,26.488
57,26.355
58,26.365
59,26.534
60,26.509
61,26.616
62,26.442
63,26.611
64,26.58
65,26.744
66,26.862
67,26.708
68,26.933
69,26.765
70,27.03
71,26.974
72,27.132
73,27.265
74,27.336
75,27.224
76,27.494
77,27.514
78,27.677
79,27.966
80,28.299
81,28.697
82,29.023
83,29.229
84,29.314
85,29.309
86,29.254
87,29.229
88,29.063
89,28.868
90,28.682
91,28.405
92,27.966
93,27.575
94,27.24
95,27.087
96,27.041
97,26.939
98,26.877
99,26.749
100,26.713
101,26.642
102,26.555
103,26.601
104,26.519
105,26.478
106,26.36
107,26.452
108,26.38
109,26.36
110,26.257
111,26.257
112,26.241
113,26.092
114,26.185
115,26.169
116,26.113
117,26.236
118,26.066
119,25.994
120,26.036
121,25.927
122,25.932
123,25.876
124,25.891
125,25.943
126,25.674
127,25.845
128,25.762
129,25.783
130,25.747
131,25.767
132,25.736
133,25.798
134,25.742
135,25.726
136,25.633
137,25.752
138,25.633
139,25.674
140,25.731
141,25.623
142,25.638
143,25.643
144,25.478
145,25.638
146,25.519
147,25.674
148,25.597
149,25.654
150,25.592
151,25.566
152,25.478
153,25.628
154,25.524
155,25.638
156,25.555
157,25.555
158,25.498
159,25.576
160,25.239
161,25.198
162,25.218
163,25.239
164,25.151
165,25.244
166,25.379
167,25.26
168,25.312
169,25.312
170,25.359
171,25.333
172,25.353
173,25.379
174,25.4
175,25.421
176,25.384
177,25.307
178,25.452
179,25.457
180,25.379
181,25.483
182,25.55
183,25.488
184,25.478
185,25.504
186,25.54
187,25.581
