,0
0,25.379
1,25.312
2,25.353
3,25.436
4,25.395
5,25.509
6,25.514
7,25.462
8,25.55
9,25.545
10,25.529
11,25.561
12,25.561
13,25.607
14,25.643
15,25.581
16,25.509
17,25.597
18,25.498
19,25.617
20,25.648
21,25.597
22,25.602
23,25.4
24,25.612
25,25.685
26,25.617
27,25.654
28,25.674
29,25.674
30,25.757
31,25.679
32,25.628
33,25.648
34,25.695
35,25.586
36,25.731
37,25.726
38,25.829
39,25.742
40,25.767
41,25.602
42,25.638
43,25.778
44,25.731
45,25.809
46,25.865
47,25.752
48,25.824
49,25.762
50,25.86
51,25.881
52,25.907
53,25.896
54,25.912
55,25.845
56,25.834
57,25.902
58,25.845
59,25.834
60,25.958
61,25.829
62,25.876
63,25.927
64,25.927
65,25.876
66,26.0
67,25.932
68,25.85
69,25.86
70,25.938
71,25.912
72,25.876
73,25.876
74,25.927
75,25.912
76,25.989
77,25.979
78,25.871
79,25.917
80,25.886
81,25.917
82,25.932
83,25.932
84,25.927
85,25.943
86,25.969
87,25.969
88,25.943
89,26.051
90,26.046
91,25.938
92,26.005
93,25.969
94,26.051
95,26.061
96,26.041
97,25.829
98,25.788
99,25.674
100,25.638
101,25.612
102,25.478
103,25.436
104,25.561
105,25.576
106,25.571
107,25.664
108,25.71
109,25.736
110,26.03
111,25.902
112,25.979
113,25.994
114,25.994
115,26.056
116,26.056
117,26.03
118,25.969
119,26.061
120,25.969
121,26.005
122,26.072
123,25.979
124,25.989
125,25.943
126,25.969
127,26.113
128,25.871
129,25.917
130,26.154
131,25.948
132,25.948
133,25.994
134,26.015
135,25.969
136,25.943
137,26.025
138,25.922
139,25.932
140,26.051
141,25.994
142,25.948
143,25.855
144,25.953
145,25.902
146,25.948
147,26.01
148,25.984
149,25.958
150,25.974
151,25.969
152,25.803
153,26.0
154,25.917
155,25.871
156,25.809
157,25.803
158,25.907
159,25.891
160,25.441
161,25.384
162,25.488
163,25.447
164,25.452
165,25.447
166,25.462
167,25.431
168,25.597
169,25.586
170,25.514
171,25.654
172,25.457
173,25.488
174,25.602
175,25.457
176,25.416
177,25.669
178,25.628
179,25.643
180,25.519
181,25.529
182,25.4
183,25.643
184,25.669
185,25.69
186,25.592
187,25.617
188,25.726
189,25.7
190,25.581
191,25.659
192,25.669
193,25.654
194,25.674
195,25.602
196,25.664
197,25.638
198,25.716
199,25.824
200,25.633
201,25.752
202,25.736
203,25.798
204,25.669
205,25.752
206,25.762
207,25.793
208,25.85
209,25.814
210,25.881
211,25.814
212,25.809
213,25.943
214,25.907
215,25.891
216,25.886
217,25.834
218,25.819
219,25.829
220,25.829
221,25.865
222,25.907
223,25.871
224,25.917
225,26.0
226,25.896
227,25.958
228,26.01
229,25.881
230,25.912
231,25.938
232,25.809
233,25.943
234,25.922
235,25.891
236,25.881
237,26.03
238,26.0
239,26.041
240,26.077
241,25.927
242,26.061
243,25.907
244,25.948
245,25.932
246,25.979
247,25.922
248,25.979
249,25.974
250,26.0
251,26.0
252,25.953
253,26.066
254,26.061
255,25.834
256,25.974
257,25.772
258,25.695
259,25.597
260,25.581
261,25.504
262,25.54
263,25.555
264,25.519
265,25.566
266,25.7
267,25.69
268,25.762
269,25.762
270,25.845
271,26.036
272,25.984
273,26.025
274,26.154
275,26.0
276,26.036
277,26.077
278,26.01
279,26.103
280,26.015
281,26.0
282,26.005
283,25.994
284,25.958
285,25.963
286,26.092
287,25.922
288,25.902
289,25.891
290,25.907
291,25.896
292,25.984
293,25.958
294,25.943
295,25.829
296,25.953
297,26.03
298,26.066
299,26.0
300,26.036
301,25.922
302,25.963
303,25.979
304,25.979
305,25.917
306,25.943
307,25.953
308,25.994
309,25.917
310,25.969
311,25.963
312,25.85
313,25.917
314,25.958
315,25.855
316,25.886
317,25.891
318,25.932
319,25.86
320,25.384
321,25.488
322,25.436
323,25.452
324,25.54
325,25.473
326,25.478
327,25.457
328,25.524
329,25.566
330,25.504
331,25.592
332,25.457
333,25.69
334,25.633
335,25.659
336,25.623
337,25.71
338,25.462
339,25.602
340,25.623
341,25.617
342,25.524
343,25.607
344,25.633
345,25.592
346,25.736
347,25.695
348,25.716
349,25.617
350,25.674
351,25.716
352,25.674
353,25.654
354,25.648
