,0
0,24.823
1,24.875
2,24.802
3,24.818
4,24.667
5,24.75
6,24.745
7,24.734
8,24.797
9,24.714
10,24.802
11,24.844
12,24.834
13,24.854
14,24.849
15,24.787
16,24.797
17,24.865
18,24.802
19,24.88
20,24.792
21,24.87
22,24.834
23,24.948
24,24.938
25,25.0
26,25.021
27,24.985
28,24.974
29,24.927
30,25.083
31,24.901
32,24.912
33,24.974
34,25.011
35,24.964
36,25.052
37,25.078
38,24.865
39,25.047
40,25.047
41,25.182
42,25.037
43,25.104
44,25.068
45,25.099
46,25.068
47,25.078
48,25.109
49,25.068
50,25.094
51,25.078
52,25.115
53,25.182
54,25.161
55,25.192
56,25.146
57,25.135
58,25.156
59,25.187
60,25.224
61,25.208
62,25.13
63,25.016
64,25.166
65,25.141
66,25.052
67,25.146
68,25.125
69,25.078
70,25.073
71,25.068
72,24.943
73,24.901
74,24.875
75,24.896
76,24.896
77,24.75
78,24.656
79,24.761
80,24.719
81,24.667
82,24.651
83,24.672
84,24.447
85,24.651
86,24.562
87,24.515
88,24.651
89,24.5
90,24.719
91,24.813
92,24.844
93,24.932
94,25.151
95,25.369
96,25.571
97,25.581
98,25.757
99,25.788
100,26.01
101,26.108
102,26.015
103,26.066
104,25.943
105,25.803
106,25.716
107,25.664
108,25.561
109,25.473
110,25.529
111,25.467
112,25.421
113,25.462
114,25.498
115,25.504
116,25.519
117,25.467
118,25.493
119,25.54
120,25.416
121,25.343
122,25.322
123,25.457
124,25.41
125,25.457
126,25.359
127,25.364
128,25.4
129,25.39
130,25.452
131,25.39
132,25.4
133,25.436
134,25.39
135,25.473
136,25.405
137,25.379
138,25.353
139,25.276
140,25.426
141,25.307
142,25.359
143,25.276
144,25.265
145,25.312
146,25.265
147,25.213
148,25.151
149,25.281
150,25.244
151,25.203
152,25.192
153,25.182
154,25.203
155,25.234
156,25.27
157,25.265
158,25.182
159,25.27
160,24.792
161,24.813
162,24.86
163,24.802
164,24.761
165,24.87
166,24.745
167,24.813
168,24.844
169,24.776
170,24.839
171,24.927
172,24.823
173,24.938
174,24.797
175,24.912
176,24.901
177,24.896
178,24.854
179,24.828
180,24.875
181,24.781
182,24.88
183,24.985
184,24.99
185,25.042
186,24.964
187,24.964
188,25.016
189,24.938
190,24.917
191,24.985
192,24.896
193,24.943
194,25.078
195,25.063
196,25.068
197,25.047
198,25.052
199,25.078
200,25.026
201,25.031
202,25.255
203,25.12
204,25.089
205,25.021
206,24.995
207,25.083
208,25.203
209,25.083
210,25.192
211,25.052
212,25.141
213,25.156
214,25.208
215,25.104
216,25.13
217,25.239
218,25.13
219,25.151
220,25.208
221,25.208
222,25.161
223,25.146
224,25.125
225,25.078
226,25.161
227,25.182
228,25.042
229,25.187
230,25.146
231,25.099
232,25.068
233,25.109
234,24.901
235,24.896
236,24.828
237,24.886
238,24.74
239,24.875
