,0
0,25.462
1,25.504
2,25.509
3,25.519
4,25.462
5,25.581
6,25.478
7,25.55
8,25.473
9,25.483
10,25.493
11,25.514
12,25.462
13,25.462
14,25.597
15,25.467
16,25.483
17,25.4
18,25.369
19,25.322
20,25.41
21,25.384
22,25.296
23,25.239
24,25.276
25,25.229
26,25.063
27,25.156
28,25.057
29,24.875
30,24.849
31,24.708
32,24.609
33,24.358
34,24.102
35,24.065
36,23.813
37,23.813
38,23.881
39,23.828
40,23.881
41,23.897
42,24.117
43,24.358
44,24.405
45,24.74
46,25.011
47,25.109
48,25.307
49,25.467
50,25.524
51,25.498
52,25.576
53,25.705
54,25.586
55,25.695
56,25.7
57,25.881
58,25.809
59,25.819
60,25.876
61,25.886
62,26.025
63,25.963
64,26.041
65,26.092
66,26.411
67,26.411
68,26.585
69,26.509
70,26.76
71,26.703
72,26.575
73,26.57
74,26.616
75,26.462
76,26.421
77,26.303
78,26.231
79,26.118
80,26.0
81,26.087
82,26.108
83,26.133
84,26.087
85,26.133
86,26.118
87,26.041
88,26.144
89,26.128
90,26.139
91,26.046
92,26.205
93,26.103
94,26.139
95,25.994
96,26.185
97,25.994
98,26.087
99,26.185
100,26.154
101,26.077
102,26.097
103,26.149
104,26.216
105,26.108
106,26.144
107,25.994
108,26.036
109,26.051
110,26.077
111,26.005
112,26.077
113,26.025
114,26.092
115,26.02
116,26.18
117,25.943
118,25.989
119,26.01
120,26.077
121,26.113
122,26.092
123,26.082
124,26.025
125,26.077
126,26.046
127,26.046
128,26.02
129,26.077
130,26.108
131,26.123
132,25.994
133,26.097
134,26.108
135,26.072
136,26.072
137,26.149
138,26.103
139,26.133
140,26.092
141,26.03
142,26.025
143,26.077
144,26.159
145,26.097
146,26.128
147,26.0
148,26.046
149,26.164
150,26.092
151,26.288
152,26.041
153,26.092
154,26.149
155,26.041
156,26.046
157,26.056
158,26.0
159,25.953
160,25.4
161,25.467
162,25.467
163,25.436
164,25.498
165,25.416
166,25.384
167,25.452
168,25.509
169,25.457
170,25.441
171,25.4
172,25.493
173,25.592
174,25.54
175,25.431
176,25.426
177,25.416
178,25.436
179,25.359
180,25.255
181,25.301
182,25.208
183,25.234
184,25.218
185,25.057
186,25.203
187,25.068
188,24.88
189,24.912
190,24.797
191,24.588
192,24.614
193,24.332
194,24.018
195,23.813
196,23.87
197,23.839
198,23.876
199,23.86
200,23.886
201,23.918
202,24.102
203,24.096
204,24.264
205,24.52
206,24.912
207,25.156
208,25.265
209,25.519
210,25.586
211,25.664
212,25.561
213,25.767
214,25.788
215,25.803
216,25.814
217,25.84
218,25.86
219,26.051
220,26.041
221,25.974
222,26.015
223,26.175
224,26.231
225,26.355
226,26.396
227,26.621
228,26.79
229,26.898
230,26.882
231,26.913
232,26.954
233,26.693
234,26.703
235,26.754
236,26.58
237,26.231
238,26.175
239,26.128
240,26.097
241,26.236
242,26.036
243,26.159
244,26.082
245,26.18
246,26.324
247,26.056
248,26.061
249,26.108
250,26.092
251,26.046
252,26.262
253,26.123
254,26.252
255,26.046
256,26.257
257,26.082
258,26.01
259,26.051
260,26.175
261,26.077
262,26.061
263,26.087
264,26.036
265,26.051
266,26.056
267,25.969
268,26.087
269,26.108
270,26.072
271,26.118
272,26.082
273,26.169
274,25.948
275,26.123
276,26.072
277,26.154
278,26.02
279,25.907
280,26.092
281,26.164
282,26.082
283,26.139
284,26.097
285,26.169
286,26.097
287,25.917
288,26.056
289,26.025
290,26.061
291,26.0
292,26.046
293,26.03
294,25.994
295,26.025
296,26.061
297,26.046
298,26.087
299,26.015
300,26.087
301,26.092
302,26.149
303,26.164
304,26.2
305,26.108
306,26.046
307,26.128
308,26.077
309,26.051
310,26.144
311,26.046
312,26.061
313,26.139
314,26.103
315,26.092
316,25.963
317,26.025
318,26.144
319,26.123
320,25.39
321,25.462
322,25.452
323,25.488
324,25.467
325,25.612
326,25.374
327,25.71
328,25.555
329,25.426
330,25.473
331,25.473
332,25.545
333,25.504
334,25.462
335,25.478
336,25.441
337,25.447
338,25.359
339,25.426
340,25.338
341,25.41
342,25.234
343,25.291
344,25.218
345,25.229
346,25.26
347,25.135
348,24.943
349,24.745
350,24.797
351,24.552
352,24.5
353,24.212
354,24.269
355,23.891
356,23.839
357,23.713
358,23.781
359,23.87
360,23.944
361,24.012
362,24.233
363,24.123
364,24.233
365,24.62
366,24.932
367,25.115
368,25.343
369,25.55
370,25.436
371,25.664
372,25.623
373,25.726
374,25.731
375,25.747
376,25.85
377,26.01
378,26.072
379,26.01
380,26.092
381,26.041
382,26.267
383,26.144
384,26.344
385,26.396
386,26.488
387,26.708
388,26.918
389,26.944
390,27.03
391,27.102
392,26.918
393,26.841
394,26.836
395,26.719
396,26.647
397,26.406
398,26.426
399,26.319
400,26.231
401,26.159
402,26.2
403,26.221
404,26.061
405,26.226
406,26.2
407,26.169
408,26.113
409,26.257
410,26.144
411,26.144
412,26.185
413,26.159
414,26.195
415,26.257
416,26.18
417,26.211
418,26.257
419,26.175
420,26.139
421,26.066
422,26.113
423,26.097
424,26.056
425,26.118
426,26.097
427,26.061
428,26.051
429,26.087
430,26.154
431,26.082
432,26.185
433,26.139
434,26.154
435,26.113
436,26.118
437,26.087
438,26.036
439,25.886
440,26.02
441,26.082
442,26.051
443,26.02
444,26.036
445,26.056
446,26.01
447,26.097
448,26.015
449,26.0
450,26.046
451,25.84
452,26.046
453,26.159
454,26.051
455,26.01
456,26.082
457,26.108
458,26.108
459,26.118
460,26.0
461,26.103
462,26.092
463,26.123
464,26.087
465,26.092
466,26.195
467,26.02
468,26.036
469,26.056
470,26.144
471,26.0
472,26.066
473,25.953
474,26.025
475,25.948
476,26.061
477,25.984
478,26.02
479,26.123
480,25.498
481,25.545
482,25.504
483,25.498
484,25.421
485,25.498
486,25.462
487,25.55
488,25.473
489,25.524
490,25.384
491,25.493
492,25.597
493,25.519
494,25.654
495,25.395
496,25.54
497,25.348
498,25.291
499,25.395
500,25.244
501,25.286
502,25.224
503,25.192
504,25.187
505,25.177
506,25.172
507,25.094
508,24.891
509,24.948
510,24.761
511,24.536
512,24.473
513,24.06
514,24.123
515,23.76
516,23.734
517,23.723
518,23.697
519,23.702
520,23.918
521,23.912
522,24.149
523,24.159
524,24.348
