,0
0,25.772
1,25.654
2,25.71
3,25.762
4,25.705
5,25.767
6,25.643
7,25.633
8,25.705
9,25.762
10,25.726
11,25.659
12,25.747
13,25.71
14,25.752
15,25.814
16,25.767
17,25.824
18,25.829
19,25.943
20,25.85
21,26.005
22,25.809
23,25.855
24,25.829
25,25.803
26,25.752
27,25.824
28,25.809
29,25.902
30,25.932
31,26.036
32,26.051
33,26.087
34,26.097
35,26.015
36,26.051
37,25.979
38,25.958
39,25.969
40,25.953
41,25.974
42,25.963
43,25.896
44,26.005
45,26.128
46,25.948
47,26.072
48,25.922
49,26.066
50,26.164
51,26.139
52,26.149
53,26.144
54,26.133
55,26.241
56,26.139
57,26.211
58,26.195
59,26.308
60,26.324
61,26.195
62,26.473
63,26.344
64,26.401
65,26.519
66,26.519
67,26.349
68,26.585
69,26.478
70,26.616
71,26.667
72,26.933
73,26.847
74,26.949
75,27.331
76,27.54
77,27.875
78,28.319
79,28.863
80,29.224
81,29.558
82,29.857
83,30.165
84,30.15
85,30.358
86,30.234
87,29.897
88,29.528
89,28.898
90,28.687
91,28.304
92,28.127
93,27.925
94,27.641
95,27.585
96,27.428
97,27.194
98,27.24
99,27.255
100,27.285
101,27.28
102,27.316
103,27.173
104,27.229
105,27.245
106,27.143
107,27.168
108,27.158
109,27.321
110,27.071
111,27.127
112,27.178
113,27.102
114,27.163
115,27.189
116,27.204
117,27.199
118,27.255
119,27.194
120,27.209
121,27.071
122,27.132
123,27.107
124,27.194
125,27.148
126,27.143
127,27.143
128,27.081
129,27.132
130,27.148
131,27.025
132,27.132
133,27.03
134,27.066
135,27.041
136,27.046
137,26.939
138,26.959
139,26.995
140,27.015
141,26.949
142,26.887
143,26.974
144,26.893
145,27.0
146,26.923
147,26.893
148,26.903
149,26.877
150,26.908
151,26.923
152,26.765
153,26.887
154,26.944
155,27.071
156,26.847
157,26.949
158,26.898
159,26.852
160,25.679
161,25.757
162,25.664
163,25.695
164,25.654
165,25.648
166,25.788
167,25.752
168,25.788
169,25.716
170,25.695
171,25.716
172,25.721
173,25.876
174,25.778
175,25.767
176,25.809
177,25.814
178,25.824
179,25.829
180,25.731
181,25.783
182,25.664
183,25.726
184,25.829
185,25.886
186,25.881
187,25.84
188,25.85
189,25.891
190,25.891
191,25.829
192,26.061
193,25.989
194,26.015
195,26.02
196,25.979
197,25.958
198,25.969
199,25.912
200,25.927
201,25.969
202,25.958
203,26.01
204,26.0
205,26.036
206,26.0
207,25.969
208,26.092
209,26.03
210,26.159
211,26.113
212,26.087
213,26.19
214,26.149
215,26.226
216,26.277
217,26.252
218,26.252
219,26.175
220,26.293
221,26.303
222,26.241
223,26.406
224,26.432
225,26.457
226,26.529
227,26.385
228,26.591
229,26.652
230,26.632
231,26.621
232,26.8
233,26.893
234,26.979
235,27.127
236,27.463
237,27.986
238,28.269
239,28.858
240,29.229
241,29.533
242,29.842
243,30.185
244,30.21
245,30.388
246,30.225
247,29.922
248,29.613
249,29.148
250,28.797
251,28.536
252,28.133
253,27.814
254,27.641
255,27.692
256,27.402
257,27.402
258,27.28
259,27.413
260,27.173
261,27.306
262,27.163
263,27.092
264,27.24
265,27.194
266,27.25
267,27.143
268,27.102
269,27.153
270,27.03
271,27.087
272,27.178
273,27.107
274,27.148
275,27.214
276,27.189
277,27.26
278,27.183
279,27.219
280,27.219
281,27.183
282,27.143
283,27.087
284,27.138
285,27.071
286,27.061
287,27.087
288,27.061
289,27.081
290,27.071
291,27.102
292,27.087
293,27.076
294,27.056
295,26.954
296,26.939
297,26.969
298,27.081
299,27.087
300,26.877
301,26.933
302,27.076
303,26.99
304,26.872
305,26.898
306,26.918
307,26.857
308,26.852
309,26.913
310,26.867
311,26.836
312,26.882
313,26.882
314,26.852
315,26.816
316,26.831
317,26.806
318,26.806
319,26.903
320,25.643
321,25.752
322,25.643
323,25.623
324,25.721
325,25.555
326,25.726
327,25.581
328,25.669
329,25.736
330,25.633
331,25.783
332,25.674
333,25.767
334,25.731
335,25.778
336,25.85
337,25.824
338,25.814
339,25.907
340,25.84
341,25.814
342,25.803
343,25.85
344,25.762
345,25.845
346,25.809
347,25.876
348,25.927
349,25.855
350,25.876
351,25.948
352,26.036
353,26.0
354,26.051
355,25.979
356,25.902
357,25.984
358,25.917
359,25.855
360,25.953
361,25.994
362,26.066
363,26.005
364,26.025
365,26.108
366,26.041
367,26.092
368,26.01
369,26.154
370,26.139
371,26.108
372,26.154
373,26.385
374,26.128
375,26.252
376,26.262
377,26.293
378,26.221
379,26.236
380,26.226
381,26.226
382,26.329
383,26.447
384,26.385
385,26.416
386,26.432
387,26.442
388,26.524
389,26.585
390,26.585
391,26.78
392,26.775
393,26.831
394,26.918
395,27.122
396,27.433
397,27.834
398,28.329
399,28.938
400,29.173
401,29.578
402,29.817
403,30.17
404,30.378
405,30.512
406,30.304
407,30.041
408,29.733
409,29.118
410,28.883
411,28.516
412,28.223
413,27.95
414,27.844
415,27.54
416,27.362
417,27.362
418,27.219
419,27.336
420,27.341
421,27.153
422,27.26
423,27.122
424,27.153
425,27.081
426,27.219
427,27.189
428,27.097
429,27.199
430,27.153
431,27.117
432,27.158
433,27.076
434,27.138
435,27.127
436,27.245
437,27.219
438,27.245
439,26.979
440,27.056
441,27.076
442,27.127
443,27.127
444,27.107
445,27.127
446,27.301
447,27.087
448,27.097
449,26.979
450,27.102
451,27.127
452,26.969
453,26.954
454,27.02
455,26.974
456,26.959
457,26.974
458,26.913
459,26.908
460,26.969
461,27.02
462,26.964
463,26.913
464,26.969
465,26.893
466,26.944
467,27.005
468,26.908
469,26.836
470,26.8
471,26.852
472,26.913
473,26.841
474,26.79
475,26.908
476,26.872
477,26.821
478,26.765
479,26.893
480,25.783
481,25.69
482,25.643
483,25.602
484,25.695
485,25.685
486,25.669
487,25.705
488,25.927
489,25.726
490,25.607
491,25.716
492,25.752
493,25.674
494,25.762
495,25.778
496,25.752
497,25.752
498,25.736
499,25.767
500,25.814
501,25.86
502,25.845
503,25.783
504,25.902
505,25.778
506,25.824
507,25.855
508,25.726
509,25.814
510,25.778
511,26.025
512,25.896
513,25.85
514,25.932
515,25.943
516,25.943
517,25.891
518,25.963
519,25.994
520,25.974
521,25.927
522,26.01
523,25.969
524,25.948
525,25.979
526,26.046
527,26.041
528,26.041
529,26.036
530,26.211
531,26.072
532,26.144
533,26.154
534,26.113
535,26.216
536,26.164
537,26.262
538,26.344
539,26.283
540,26.303
541,26.293
542,26.355
543,26.385
544,26.401
545,26.514
546,26.411
547,26.38
548,26.539
549,26.693
550,26.729
551,26.632
552,26.806
553,26.939
554,26.949
555,27.265
556,27.474
557,27.814
558,28.223
559,28.838
560,29.098
561,29.568
562,29.942
563,30.18
564,30.378
565,30.433
566,30.591
567,30.195
568,29.792
569,29.314
570,28.903
571,28.541
572,28.254
573,27.971
574,27.753
575,27.692
576,27.408
577,27.387
578,27.326
579,27.234
580,27.27
581,27.301
582,27.168
583,27.199
584,27.199
585,27.158
586,27.178
587,27.097
588,27.219
589,27.112
590,27.148
591,27.148
592,27.183
593,27.117
594,27.143
595,27.143
596,27.127
597,27.081
598,27.03
599,27.056
600,27.081
601,27.163
602,27.066
603,27.041
604,26.979
605,27.132
606,27.143
607,27.056
608,27.087
609,27.071
610,27.112
611,27.015
612,26.964
613,27.158
614,27.025
615,26.898
616,26.913
617,26.923
618,27.036
619,26.964
620,26.949
621,26.877
622,26.933
623,26.933
624,26.898
625,26.923
626,26.816
627,26.928
628,26.923
629,26.734
630,26.78
631,26.923
632,26.79
633,26.79
634,26.703
635,26.734
636,26.826
637,26.775
638,26.739
639,26.872
640,25.71
641,25.69
642,25.674
643,25.674
644,25.623
645,25.612
646,25.669
647,25.679
648,25.742
649,25.793
650,25.71
651,25.669
652,25.731
653,25.793
654,25.762
655,25.705
656,25.788
657,25.793
658,25.798
659,25.871
660,25.752
661,25.721
662,25.798
663,25.778
664,25.721
665,25.747
666,25.819
667,25.834
668,25.752
669,25.871
670,25.86
671,26.061
672,25.819
673,25.902
674,25.886
675,25.917
676,25.84
677,25.819
678,25.891
679,25.876
680,26.025
681,25.963
682,26.0
683,25.984
684,25.932
685,26.072
686,25.979
687,26.077
688,26.066
689,26.154
690,26.169
691,26.139
692,26.226
693,26.169
694,26.128
695,26.185
696,26.139
697,26.365
698,26.313
699,26.277
700,26.308
701,26.365
702,26.365
703,26.462
704,26.503
705,26.447
706,26.488
707,26.39
708,26.544
709,26.591
710,26.626
711,26.724
712,26.852
713,26.78
714,26.995
715,27.189
716,27.438
717,27.717
718,28.264
719,28.883
720,29.148
721,29.598
722,29.956
723,30.2
724,30.437
725,30.591
726,30.571
727,30.205
728,29.892
729,29.344
730,28.988
731,28.622
732,28.46
733,27.945
734,27.687
735,27.55
736,27.509
737,27.28
738,27.341
739,27.316
740,27.224
741,27.265
742,27.204
743,27.097
744,27.107
745,27.153
746,27.097
747,27.102
748,27.112
749,27.138
750,27.071
751,27.107
752,27.015
753,27.036
754,27.071
755,27.0
756,27.173
757,27.107
758,27.117
759,27.087
760,27.076
761,27.066
762,27.178
763,27.046
764,27.01
765,27.005
766,27.036
767,27.127
768,27.112
769,27.132
770,26.944
771,27.061
772,27.143
773,27.025
774,26.954
775,26.949
776,27.041
777,26.908
778,26.969
779,26.8
780,26.877
781,26.887
782,26.898
783,26.939
784,26.811
785,26.821
786,26.898
787,26.939
788,26.969
789,26.8
790,26.903
791,26.836
792,26.857
793,26.923
794,26.841
795,26.852
796,26.893
797,26.591
798,26.77
799,26.826
800,25.648
801,25.695
802,25.602
803,25.623
804,25.731
805,25.648
806,25.772
807,25.757
808,25.814
809,25.793
810,25.742
811,25.783
812,25.721
813,25.927
814,25.752
815,25.824
816,25.819
817,25.783
818,25.829
819,25.865
820,25.84
821,25.798
